Name,Type,Description,Comments,Set ID,Carbon,Nitrogen
253,Sample,Leaves,116,252,41.30%,0.98%
253,Sample,Leaves,116,252,41.40%,0.98%
255,Sample,Leaves,121,253,41.40%,0.39%
255,Sample,Leaves,121,253,41.40%,0.40%
257,Sample,Leaves,122,254,42.90%,0.48%
257,Sample,Leaves,122,254,42.80%,0.45%
259,Sample,Leaves,123,255,41.80%,0.48%
259,Sample,Leaves,123,255,42.10%,0.48%
261,Sample,Leaves,124,256,42.00%,0.61%
261,Sample,Leaves,124,256,42.30%,0.61%
263,Sample,Leaves,125,257,42.80%,0.82%
263,Sample,Leaves,125,257,43.10%,0.83%
265,Sample,Leaves,211,258,40.20%,0.51%
265,Sample,Leaves,211,258,40.00%,0.52%
267,Sample,Leaves,212,259,40.70%,0.60%
267,Sample,Leaves,212,259,40.80%,0.60%
269,Sample,Leaves,ARDEC,260,43.90%,2.48%
271,Sample,Leaves,215,261,40.00%,0.92%
271,Sample,Leaves,215,261,42.70%,0.98%
273,Sample,Leaves,221,262,41.50%,0.32%
273,Sample,Leaves,221,262,41.60%,0.32%
275,Sample,Leaves,313,263,40.80%,0.68%
263,Sample,Leaves,313,263,40.80%,0.69%
264,Sample,Leaves,321,264,40.80%,0.42%
264,Sample,Leaves,321,264,41.40%,0.42%
265,Sample,Leaves,226,265,42.10%,0.72%
265,Sample,Leaves,226,265,42.60%,0.72%
266,Sample,Leaves,225,266,42.00%,0.73%
266,Sample,Leaves,225,266,42.00%,0.73%
267,Sample,Leaves,322,267,41.30%,0.52%
267,Sample,Leaves,322,267,41.10%,0.54%
268,Sample,Leaves,326,268,41.90%,0.92%
268,Sample,Leaves,326,268,42.70%,0.96%
269,Sample,Leaves,312,269,40.60%,0.62%
269,Sample,Leaves,312,269,40.50%,0.61%
270,Sample,Leaves,ARDEC,270,43.90%,2.49%
271,Sample,Leaves,323,271,40.90%,0.62%
271,Sample,Leaves,323,271,40.80%,0.62%
272,Sample,Leaves,324,272,41.30%,0.46%
272,Sample,Leaves,324,272,41.50%,0.46%
273,Sample,Leaves,214,273,40.70%,0.66%
273,Sample,Leaves,214,273,41.00%,0.67%
274,Sample,Leaves,224,274,42.50%,0.56%
274,Sample,Leaves,224,274,42.40%,0.56%
275,Sample,Leaves,316,275,41.10%,1.36%
275,Sample,Leaves,316,275,41.00%,1.35%
276,Sample,Leaves,325,276,41.40%,0.63%
276,Sample,Leaves,325,276,40.50%,0.62%
277,Sample,Leaves,315,277,40.00%,0.86%
277,Sample,Leaves,315,277,40.00%,0.86%
278,Sample,Leaves,223,278,40.80%,0.38%
278,Sample,Leaves,223,278,41.20%,0.38%
279,Sample,Leaves,216,279,40.80%,1.39%
279,Sample,Leaves,216,279,41.10%,1.40%
280,Sample,Leaves,ARDEC,280,44.10%,2.50%
281,Sample,Leaves,222,281,41.40%,0.39%
281,Sample,Leaves,222,281,41.20%,0.39%
282,Sample,Leaves,314,282,38.90%,0.49%
282,Sample,Leaves,314,282,39.30%,0.49%
283,Sample,Stalks,111,283,42.00%,0.68%
283,Sample,Stalks,111,283,41.90%,0.69%
284,Sample,Stalks,125,284,42.30%,0.81%
284,Sample,Stalks,125,284,42.30%,0.81%
285,Sample,Stalks,225,285,42.50%,0.90%
285,Sample,Stalks,225,285,42.30%,0.87%
286,Sample,Stalks,315,286,41.40%,1.29%
286,Sample,Stalks,315,286,42.40%,1.32%
287,Sample,Stalks,115,287,42.10%,1.13%
287,Sample,Stalks,115,287,41.90%,1.13%
288,Sample,Stalks,321,288,41.70%,0.50%
288,Sample,Stalks,321,288,40.70%,0.49%
289,Sample,Leaves,315,289,44.50%,2.41%
289,Sample,Leaves,315,289,44.50%,2.33%
290,Sample,Leaves,ARDEC,290,44.00%,2.49%
291,Sample,Leaves,321,291,43.50%,1.40%
291,Sample,Leaves,321,291,43.40%,1.42%
292,Sample,Leaves,225,292,44.60%,2.15%
292,Sample,Leaves,225,292,44.80%,2.21%
293,Sample,Leaves,111,293,43.60%,1.58%
293,Sample,Leaves,111,293,42.30%,1.63%
294,Sample,Leaves,125,294,43.90%,1.89%
294,Sample,Leaves,125,294,43.20%,1.86%
295,Sample,Grain,115,295,43.60%,2.29%
295,Sample,Grain,115,295,43.60%,2.28%
296,Sample,Grain,123,296,45.70%,1.15%
296,Sample,Grain,123,296,45.50%,1.13%
297,Sample,Grain,112,297,45.40%,0.91%
Blank,Blank,,,0000000000003B44,-0.02%,0.00%
Blank,Blank,,,0000000000003B44,-0.02%,0.00%
Blank,Blank,,,0000000000003B44,-0.03%,0.00%
Corn Leaf,Standard,,,0000000000003B45,43.70%,2.49%
Corn Leaf,Standard,,,0000000000003B45,43.70%,2.49%
Corn Leaf,Standard,,,0000000000003B45,44.20%,2.52%
Corn Leaf,Standard,,,0000000000003B45,43.70%,2.49%
Blank,Blank,,,0000000000003B44,-0.02%,0.00%
297,Sample,Grain,112,297,44.50%,0.91%
298,Sample,Grain,111,298,44.50%,0.94%
298,Sample,Grain,111,298,44.50%,0.92%
299,Sample,Grain,114,299,44.60%,1.00%
299,Sample,Grain,114,299,45.00%,1.00%
300,Sample,Leaves,ARDEC,300,43.80%,2.49%
301,Sample,Grain,116,301,44.80%,1.25%
301,Sample,Grain,116,301,45.00%,1.26%
302,Sample,Grain,113,302,45.00%,1.04%
302,Sample,Grain,113,302,45.20%,1.05%
303,Sample,Grain,115,303,45.50%,1.16%
303,Sample,Grain,115,303,45.40%,1.15%
304,Sample,Leaves,ARDEC,304,43.40%,2.47%
311,Sample,Grain,121,311,45.50%,0.90%
311,Sample,Grain,121,311,45.20%,0.88%
312,Sample,Grain,126,312,45.60%,1.40%
312,Sample,Grain,126,312,45.70%,1.43%
313,Sample,Grain,125,313,45.20%,1.46%
313,Sample,Grain,125,313,45.50%,1.47%
314,Sample,Grain,124,314,45.20%,1.26%
314,Sample,Grain,124,314,45.50%,1.29%
315,Sample,Grain,122,315,45.50%,1.08%
315,Sample,Grain,122,315,45.00%,1.06%
316,Sample,Grain,124,316,45.80%,1.29%
316,Sample,Grain,124,316,45.30%,1.27%
317,Sample,Grain,226,317,45.80%,1.47%
317,Sample,Grain,226,317,45.50%,1.47%
318,Sample,Grain,221,318,45.30%,0.82%
318,Sample,Grain,221,318,44.30%,0.80%
319,Sample,Grain,225,319,45.80%,1.32%
319,Sample,Grain,225,319,45.90%,1.31%
320,Sample,Leaves,ARDEC,320,44.20%,2.52%
321,Sample,Grain,224,321,44.90%,1.27%
321,Sample,Grain,224,321,45.60%,1.28%
322,Sample,Grain,223,322,44.70%,0.93%
322,Sample,Grain,223,322,45.20%,0.95%
323,Sample,Grain,222,323,44.90%,0.95%
323,Sample,Grain,222,323,45.10%,0.95%
324,Sample,Grain,214,324,45.40%,0.98%
324,Sample,Grain,214,324,50.90%,1.10%
325,Sample,Grain,215,325,45.90%,1.12%
325,Sample,Grain,215,325,45.50%,1.11%
326,Sample,Grain,29,326,44.10%,1.23%
326,Sample,Grain,29,326,43.90%,1.23%
327,Sample,Grain,34,327,44.40%,1.24%
327,Sample,Grain,34,327,44.60%,1.26%
328,Sample,Grain,38,328,44.90%,1.24%
328,Sample,Grain,38,328,44.30%,1.23%
329,Sample,Grain,46,329,44.40%,1.17%
329,Sample,Grain,46,329,44.60%,1.19%
330,Sample,Leaves,ARDEC,330,44.10%,2.51%
331,Sample,Grain,47,331,44.10%,1.22%
331,Sample,Grain,47,331,44.00%,1.20%
332,Sample,Grain,55,332,43.80%,1.22%
332,Sample,Grain,55,332,44.10%,1.23%
333,Sample,Grain,60,333,44.60%,1.11%
333,Sample,Grain,60,333,44.10%,1.09%
334,Sample,Grain,61,334,43.50%,1.17%
334,Sample,Grain,61,334,44.70%,1.21%
335,Sample,Grain,64,335,44.40%,1.21%
335,Sample,Grain,64,335,44.50%,1.21%
336,Sample,Grain,48,336,44.20%,1.38%
336,Sample,Grain,48,336,44.30%,1.39%
337,Sample,Grain,49,337,44.00%,1.26%
337,Sample,Grain,49,337,44.20%,1.26%
338,Sample,Grain,57,338,44.90%,1.31%
338,Sample,Grain,57,338,44.70%,1.32%
339,Sample,,58,339,44.20%,1.14%
339,Sample,,58,339,43.80%,1.14%
340,Sample,Leaves,ARDEC,340,43.50%,2.56%
341,Sample,Grain,9,341,43.90%,1.32%
341,Sample,Grain,9,341,43.90%,1.31%
342,Sample,Grain,10,342,43.80%,1.13%
342,Sample,Grain,10,342,44.30%,1.14%
343,Sample,Grain,11,343,43.70%,1.23%
343,Sample,Grain,11,343,43.80%,1.20%
344,Sample,Grain,12,344,44.00%,1.36%
344,Sample,Grain,12,344,44.00%,1.36%
345,Sample,Grain,13,345,43.90%,1.26%
345,Sample,Grain,13,345,43.60%,1.25%
346,Sample,Grain,14,346,44.20%,1.25%
346,Sample,Grain,14,346,43.80%,1.24%
347,Sample,Grain,15,347,44.10%,1.17%
347,Sample,Grain,15,347,43.60%,1.15%
348,Sample,Grain,16,348,43.80%,1.20%
348,Sample,Grain,16,348,44.20%,1.19%
349,Sample,Grain,17,349,44.00%,1.24%
349,Sample,Grain,17,349,43.50%,1.24%
350,Sample,Leaves,,350,44.20%,2.52%
351,Sample,Grain,18,351,43.80%,1.19%
351,Sample,Grain,18,351,44.00%,1.20%
352,Sample,Grain,19,352,44.00%,1.17%
Blank,Blank,,,0000000000003BDE,-0.03%,0.00%
Blank,Blank,,,0000000000003BDE,-0.03%,0.00%
Blank,Blank,,,0000000000003BDE,-0.02%,0.00%
Blank,Blank,,,0000000000003BDE,-0.03%,0.00%
Corn Leaf,Standard,,,0000000000003BDF,43.00%,2.49%
Corn Leaf,Standard,,,0000000000003BDF,43.70%,2.48%
Corn Leaf,Standard,,,0000000000003BDF,43.20%,2.46%
Corn Leaf,Standard,,,0000000000003BDF,44.00%,2.50%
361,Sample,Grain,5,361,-0.24%,-0.01%
361,Sample,Grain,5,361,43.90%,1.22%
352,Sample,Grain,19,352,44.20%,1.17%
353,Sample,Grain,20,353,43.70%,1.18%
353,Sample,Grain,20,353,43.70%,1.20%
354,Sample,Grain,21,354,44.30%,1.23%
354,Sample,Grain,21,354,44.70%,1.23%
355,Sample,Grain,22,355,45.00%,1.33%
355,Sample,Grain,22,355,44.20%,1.30%
362,Sample,Grain,6,362,43.20%,1.18%
362,Sample,Grain,6,362,44.00%,1.20%
363,Sample,Grain,7,363,43.80%,1.28%
363,Sample,Grain,7,363,44.60%,1.31%
364,Sample,Grain,24,364,43.90%,1.27%
364,Sample,Grain,24,364,43.50%,1.26%
365,Sample,Grain,25,365,43.90%,1.17%
365,Sample,Grain,25,365,43.90%,1.16%
366,Sample,Grain,26,366,43.70%,1.23%
Blank,Blank,,,0000000000003C16,-0.02%,0.00%
Blank,Blank,,,0000000000003C16,-0.02%,0.00%
Blank,Blank,,,0000000000003C16,-0.03%,0.00%
Blank,Blank,,,0000000000003C16,-0.03%,0.00%
Corn Leaf,Standard,,,0000000000003C17,44.20%,2.51%
Corn Leaf,Standard,,,0000000000003C17,44.30%,2.51%
Corn Leaf,Standard,,,0000000000003C17,44.50%,2.52%
Corn Leaf,Standard,,,0000000000003C17,44.50%,2.53%
366,Sample,Grain,26,366,44.60%,1.27%
367,Sample,Grain,27,367,45.10%,1.32%
367,Sample,Grain,27,367,44.80%,1.27%
368,Sample,Grain,28,368,44.70%,1.15%
368,Sample,Grain,28,368,44.80%,1.14%
369,Sample,Grain,30,369,44.70%,1.16%
369,Sample,Grain,30,369,44.70%,1.15%
370,Sample,Leaves,ARDEC,370,44.50%,2.52%
356,Sample,Grain,23,356,44.90%,1.19%
356,Sample,Grain,23,356,44.90%,1.21%
357,Sample,Grain,2,357,44.90%,1.18%
357,Sample,Grain,2,357,44.90%,1.19%
358,Sample,Grain,3,358,44.80%,1.17%
358,Sample,Grain,3,358,44.90%,1.18%
359,Sample,Grain,4,359,45.00%,1.29%
359,Sample,Grain,4,359,44.90%,1.29%
360,Sample,Leaves,ARDEC,360,45.00%,2.57%
Blank,Blank,,,0000000000003C3C,-0.02%,0.00%
Blank,Blank,,,0000000000003C3C,-0.02%,0.00%
Blank,Blank,,,0000000000003C3C,-0.02%,0.00%
Blank,Blank,,,0000000000003C3C,-0.02%,0.00%
Corn Leaf,Standard,,,0000000000003C3D,44.80%,2.54%
Corn Leaf,Standard,,,0000000000003C3D,44.70%,2.55%
Corn Leaf,Standard,,,0000000000003C3D,44.60%,2.54%
Corn Leaf,Standard,,,0000000000003C3D,44.60%,2.54%
371,Sample,Grain,31,371,44.70%,1.34%
371,Sample,Grain,31,371,44.80%,1.31%
372,Sample,Grain,32,372,45.30%,1.32%
372,Sample,Grain,32,372,45.40%,1.32%
373,Sample,Grain,33,373,45.10%,1.27%
373,Sample,Grain,33,373,45.10%,1.24%
374,Sample,Grain,35,374,44.80%,1.20%
374,Sample,Grain,35,374,45.20%,1.21%
375,Sample,Grain,36,375,44.50%,1.21%
375,Sample,Grain,36,375,45.00%,1.23%
376,Sample,Grain,37,376,44.60%,1.11%
376,Sample,Grain,37,376,44.60%,1.10%
377,Sample,Grain,39,377,45.50%,1.34%
377,Sample,Grain,39,377,45.50%,1.35%
378,Sample,Grain,40,378,45.10%,1.21%
378,Sample,Grain,40,378,45.10%,1.22%
379,Sample,Grain,41,379,45.30%,1.21%
379,Sample,Grain,41,379,44.90%,1.21%
380,Sample,Leaves,ARDEC,380,44.60%,2.52%
381,Sample,Grain,42,381,44.80%,1.24%
381,Sample,Grain,42,381,45.00%,1.24%
382,Sample,Grain,43,382,44.60%,1.14%
382,Sample,Grain,43,382,45.00%,1.15%
383,Sample,Grain,44,383,45.30%,1.28%
383,Sample,Grain,44,383,45.20%,1.27%
384,Sample,Grain,45,384,45.10%,1.18%
384,Sample,Grain,45,384,45.50%,1.18%
385,Sample,Grain,50,385,45.00%,1.28%
385,Sample,Grain,50,385,26.20%,0.73%
386,Sample,Grain,51,386,45.00%,1.20%
386,Sample,Grain,51,386,45.00%,1.18%
387,Sample,Grain,52,387,45.00%,1.25%
387,Sample,Grain,52,387,44.90%,1.26%
388,Sample,Grain,53,388,44.90%,1.19%
388,Sample,Grain,53,388,44.90%,1.20%
389,Sample,Grain,54,389,45.30%,1.23%
389,Sample,Grain,54,389,45.00%,1.22%
